kroger_product,description,calories,protein,fat,carbohydrates
cracker barrel rich & bold extra sharp yellow cheddar snack cheese sticks,"EXTRA SHARP YELLOW CHEDDAR CHEESE RICH & BOLD SNACK BARS, EXTRA SHARP YELLOW",393,21.4,35.7,0.0
kroger® colby jack snack cheese,"KROGER, COLBY JACK CHEESE SNACKS",381,23.8,33.3,0.0
sargento® balanced breaks® natural white cheddar cheese with almonds & cranberries,"SARGENTO BALANCED BREAKS WHITE CHEDDAR CHEESE, SEA-SALTED ROASTED ALMONDS, 6 COUNT",442,16.3,30.2,27.9
kroger® sharp cheddar swiss colby jack pepper jack cracker cuts party tray sliced cheese,"PARTY TRAY NATURAL CHEESE SLICES, PEPPER JACK, COLBY JACK, SWISS, MILD CHEDDAR",406,25.0,31.2,6.25
the laughing cow® light spreadable wedge cheese,"THE LAUGHING COW, BLUE CHEESE WEDGES",167,14.3,7.14,4.76
cracker barrel extra sharp yellow cheddar cheese cracker cuts,"CRACKER BARREL, EXTRA SHARP CHEDDAR CHEESE CUTS",429,21.4,35.7,0.0
tillamook® medium cheddar snack cheese,"TILLAMOOK, MEDIUM CHEDDAR NATURAL CHEESE",393,25.0,32.1,0.0
tillamook® sharp white cheddar snack cheese,"TILLAMOOK, EXTRA SHARP WHITE CHEDDAR CHEESE",393,25.0,32.1,0.0
private selection® gouda cracker cuts sliced cheese,"GOUDA CRACKER CUT CHEESE SLICES, GOUDA",357,25.0,28.6,3.57
kraft colby-jack marbled cheese cracker cuts,"MARBLE JACK A BLEND OF COLBY & MONTEREY JACK CHEESE CRACKER CUTS, MARBLE JACK",393,25.0,32.1,3.57
kroger® mild cheddar cubed cheese,"KROGER, MILD CHEDDAR CHEESE CUBES",393,25.0,32.1,3.57
sargento® balanced breaks® gouda & sharp cheddar cheese with mini triscuit® crackers snack kits,"GOUDA & SHARP CHEDDAR NATURAL CHEESES AND TRISCUIT MINI ORIGINAL CRACKERS, GOUDA & SHARP CHEDDAR, ORIGINAL",395,18.6,23.3,25.6
kroger® cheddar cheese cranberry & cashew snack kit,"CHEDDAR CRANBERRIES & CASHEWS CHEESE SNACKS, CHEDDAR CRANBERRIES & CASHEWS",419,16.3,27.9,23.3
cracker barrel sharp white cheddar cheese cracker cuts,"CRACKER BARREL, EXTRA SHARP CHEDDAR CHEESE CUTS",429,21.4,35.7,0.0
sargento® balanced breaks® pepper jack cheese peanuts & raisins snack kit,"PEPPER JACK RAISINS & PEANUTS CHEESE SNACKS, PEPPER JACK RAISINS & PEANUTS",419,18.6,25.6,27.9
private selection® extra sharp white cheddar cracker cuts sliced cheese,"EXTRA SHARP WHITE CHEDDAR CRACKER CUT CHEESE SLICES, EXTRA SHARP WHITE CHEDDAR",393,21.4,32.1,3.57
kraft sharp cheddar cheese cracker cuts,"KRAFT, SHARP CHEDDAR CHEESE",411,21.4,35.7,1.79
kroger® mild cheddar snack cheese,"KROGER, MILD CHEDDAR CHEESE SNACKS",381,23.8,33.3,0.0
sargento® balanced breaks® sharp white cheddar cheese cashews & raisins snack kit,"SARGENTO, SHARP CHEDDAR SNACKS",395,25.6,32.6,2.33
the laughing cow® garlic & herb spreadable wedge cheese,"THE LAUGHING COW, BLUE CHEESE WEDGES",167,14.3,7.14,4.76
kroger® colby jack cheese & turkey sausage snack kit,"KROGER, COLBY JACK CHEESE SNACKS",381,23.8,33.3,0.0
cracker barrel rich & bold cheddar jack marbled snack cheese sticks,"CRACKER BARREL, macaroni n' cheese",812,6.49,11.8,15.6
frigo® cheese heads® colby jack & turkey sticks combo pack,"FRIGO, CHEESE HEADS, CHEESE STICKS, COLBY JACK, COLBY JACK",292,29.2,18.8,0.0
mini babybel® light snack cheese,"SNACK TRAY, WITH EGG & BABYBEL CHEESE",91.0,4.56,4.56,8.71
private selection® colby jack cheese cubes,"CUBED COLBY JACK CHEESE, CUBED COLBY JACK",393,25.0,32.1,0.0
frigo® cheese heads® sharp cheddar & beef sticks combo pack,Head cheese,157,13.83,10.9,0
sargento® fun! balanced breaks® colby-jack cheese mixed fruit teddy grahams® honey snack kit,"SARGENTO, COLBY-JACK CHEESE SNACK",372,20.9,30.2,2.33
kroger® pepper jack cheese raisins & honey roasted peanuts snack kit,"PEPPER JACK CHEESE, RAISINS & HONEY ROASTED PEANUTS SNACKS, PEPPER JACK CHEESE, RAISINS & HONEY ROASTED PEANUTS",372,18.6,25.6,27.9
kroger® cheddar cheese cranberry & almond snack kit,"CHEDDAR CRANBERRIES & ALMONDS CHEESE SNACKS, CRANBERRIES & ALMONDS",442,16.3,30.2,23.3
cracker barrel rich & bold extra sharp white cheddar snack cheese sticks,"CRACKER BARREL, EXTRA SHARP CHEDDAR CHEESE CUTS",429,21.4,35.7,0.0
frigo® cheese heads® low moisture part skim mozzarella cheese & beef salami sticks combo pack,"Cheese, mozzarella, low moisture, part-skim",1240.0,23.7,20.4,4.44
kroger® mild cheddar cheese & beef sausage snack kit,"KROGER, MILD CHEDDAR CHEESE SNACKS",381,23.8,33.3,0.0
sargento® balanced breaks® gouda cheese honey roasted peanuts & dried cranberries snack kit,"GOUDA NATURAL CHEESE, HONEY ROASTED PEANUTS & DRIED CRANBERRIES SNACKS, GOUDA NATURAL CHEESE, HONEY ROASTED PEANUTS & DRIED CRANBERRIES",395,18.6,23.3,30.2
private selection® pepper jack cheese cubes,"PRIVATE SELECTION, PEPPER JACK SLICED CHEESE",409,22.7,31.8,0.0
sargento® fun! balanced breaks® monterey jack cheese mixed fruit teddy grahams® cocoa snack kit,Graham crackers (Teddy Grahams),430,6.69,10.6,77.66
private selection® gouda cheese cubes,"Cheese, gouda",356,24.9,27.4,2.22
private selection® monterery jack & colby cheese cubes,"CUBED COLBY JACK CHEESE, CUBED COLBY JACK",393,25.0,32.1,0.0
private selection® sharp cheddar cheese cubes,"PRIVATE SELECTION, VERMONT EXTRA SHARP WHITE CHEDDAR CHEESE SNACK",393,25.0,32.1,3.57
cracker barrel rich & bold extra sharp yellow cheddar cubed cheese,"EXTRA SHARP YELLOW CHEDDAR CHEESE RICH & BOLD CUBES, EXTRA SHARP YELLOW CHADDAR",400,23.3,33.3,0.0
cracker barrel rich & bold cheddar jack marbled cubed cheese,"CHEDDAR RICH & BOLD CHEESE CUBES, CHEDDAR",400,23.3,33.3,0.0
kroger® go cheese! american can spray cheese,"Cheese, American",340,16.79,27.16,7.16
simple truth® uncured pepperoni & cheese lunchkit,"SIMPLE TRUTH, TURKEY & CHEESE LUNCHKIT",321,14.8,14.8,32.1
dell'alpe parmesan grated 12 oz (pack of 6),"Cheese, parmesan, grated",420,28.4,27.8,13.9
stonewall kitchen ghost pepper queso - 16 oz (454 g),"SWEET RICE FLOUR 16 OZ (1LB) 454 G, SWEET",367,6.67,0.0,83.3
philadelphia original cream cheese,"PHILADELPHIA, ORIGINAL CREAM CHEESE",357,7.14,32.1,3.57
kroger® original cream cheese,"KROGER, ORIGINAL CREAM CHEESE",333,6.67,33.3,6.67
kroger® 4% milkfat small curd cottage cheese,"4% MILKFAT SMALL CURD COTTAGE CHEESE, COTTAGE",92.0,9.93,4.26,4.26
kroger® parmesan grated cheese,"Cheese, parmesan, grated",420,28.4,27.8,13.9
kroger® 2% low fat small curd cottage cheese,2% LOW FAT SMALL CURD COTTAGE CHEESE,85.0,11.1,2.14,5.13
philadelphia reduced fat cream cheese,"PHILADELPHIA, REDUCED FAT CREAM CHEESE",226,6.45,19.4,6.45
good culture® low fat 2% classic cottage cheese,"Cheese, cottage, low fat",82,11,2.3,4.31
philadelphia original cream cheese spread,"PHILADELPHIA, CREAM CHEESE SPREAD, ORIGINAL, ORIGINAL",250,3.57,25.0,3.57
kroger® 4% milkfat large curd cottage cheese,"4% MILKFAT LARGE CURD COTTAGE CHEESE, 4% MILKFAT LARGE CURD",88.0,10.5,3.95,3.51
kroger® original whipped cream cheese spread,"KROGER, WHIPPED STRAWBERRY CREAME CHEESE SPREAD",350,5.0,25.0,20.0
philadelphia original whipped cream cheese spread,"PHILADELPHIA, CREAM CHEESE SPREAD, ORIGINAL, ORIGINAL",250,3.57,25.0,3.57
kroger® whole milk ricotta cheese,"Cheese, ricotta, whole milk",657,7.81,11.0,6.86
daisy pure and natural 4% cottage cheese,"Cheese, cottage, with fruit",74,9.41,1.96,4.94
kroger® fat free small curd cottage cheese,"Cottage cheese, full fat, large or small curd",N/A,11.6,4.22,4.6
philadelphia chive & onion cream cheese spread,"CHIVE & ONION CREAM CHEESE SPREAD, CHIVE & ONION",258,6.45,22.6,6.45
kroger® low fat neufchatel cheese,"Cheese, neufchatel",1060.0,9.15,22.8,3.59
daisy pure and natural 2% low fat cottage cheese,"Cheese, cottage, low fat",82,11,2.3,4.31
philadelphia strawberry cream cheese spread,"PHILADELPHIA, CREAM CHEESE SPREAD",258,6.45,22.6,6.45
galbani whole milk ricotta cheese,"GALBANI, RICOTTA CHEESE, WHOLE MILK, WHOLE MILK",161,8.06,11.3,9.68
good culture simply whole milk classic cottage cheese,"WHOLE MILK CLASSIC SIMPLY COTTAGE CHEESE, WHOLE MILK CLASSIC",93.0,12.7,4.0,2.0
fage® total plain 2% milkfat low fat greek yogurt cup,"Yogurt, Greek, low fat milk, plain",67,10.2,1.36,3.6
yoplait original orange creme flavored low fat yogurt cup,"ORANGE CREME FLAVORED ORIGINAL LOW FAT YOGURT, ORANGE CREME",100,2.94,0.88,19.4
yoplait original vanilla flavored smooth style low fat yogurt tub,Yoplait Original Vanilla Smooth Style Low Fat Yogurt,85.6,2.96,0.633,17.5
yoplait original low fat strawberry banana yogurt cup,Yoplait Original Strawberry Banana Low Fat Yogurt,88.0,3.53,1.18,15.9
too good & co. vanilla low fat lower sugar gluten free greek yogurt cup,"Yogurt, vanilla, low fat.",358,4.93,1.25,13.8
noosa® vanilla bean yogurt cup,"Frozen yogurt, vanilla",127,3,3.6,21.6
too good & co™ mixed berry low fat lower sugar gluten free greek yogurt cup,Yoplait Original Mixed Berry Gluten-Free Low-Fat Yogurt Cup,84.7,2.94,0.917,16.2
light + fit nonfat gluten-free toasted marshmallow greek yogurt cup,"FIT 'N FREE LIGHT NONFAT GREEK YOGURT, STRAWBERRY",53.0,8.67,0.0,4.67
oikos® triple zero vanilla nonfat greek yogurt,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",85.0,8.12,0.14,12.7
kroger® strawberry lowfat yogurt cup,"Yogurt, Greek, strawberry, lowfat",105,8.17,2.57,12.3
noosa® honey yogurt cup,Honey,304,0.3,0,82.4
lala® wild strawberry flavored probiotic yogurt smoothie drink,"LALA, YOGURT SMOOTHIE, WILD STRAWBERRY, WILD STRAWBERRY",75.0,2.5,2.08,12.1
yoplait original strawberry flavored smooth style low fat yogurt tub,Yoplait Original Strawberry Smooth Style Low Fat Yogurt,90.0,2.97,0.634,18.1
chobani® strawberry on the bottom nonfat greek yogurt cup,"Yogurt, Greek, nonfat, Fruit on Bottom, Strawberry, CHOBANI",331,7.28,0.23,11.9
yoplait original low fat mixed berry yogurt cup,Yoplait Original Mixed Berry Low Fat Yogurt,N/A,3.53,1.18,15.3
chobani creations greek apple pie a la mode yogurt cup,"APPLE PIE A LA MODE GREEK LOW-FAT YOGURT, APPLE PIE A LA MODE",100,8.24,1.47,8.24
stonyfield® organic vanilla probiotic whole milk yogurt tub,"VANILLA ORGANIC PROBIOTIC WHOLE MILK YOGURT, VANILLA",N/A,N/A,N/A,N/A
stonyfield® organic probiotic plain whole milk yogurt tub,"Yogurt, plain, whole milk",N/A,3.82,4.48,5.57
yoplait original low fat harvest peach yogurt cup,Yoplait Original Harvest Peach Low Fat Yogurt,88.0,3.53,1.18,14.7
yoplait original low fat cherry orchard yogurt cup,Yoplait Original Cherry Orchard Gluten-Free Low-Fat Yogurt Cup,84.5,2.94,0.921,15.6
kroger® vanilla nonfat greek yogurt cup,"Yogurt, Greek, vanilla, nonfat",325,8.64,0.18,10.4
kroger® strawberry nonfat light greek yogurt cup,"Yogurt, Greek, strawberry, nonfat",83.0,8.06,0.15,12.2
simple truth organic® plain nonfat greek yogurt tub,"SIMPLE TRUTH ORGANIC, PLAIN GREEK NONFAT YOGURT",57.0,10.6,0.0,3.08
the greek gods® honey vanilla greek style yogurt tub,"THE GREEK GODS, NONFAT GREEK YOGURT WITH CHIA SEEDS, VANILLA",93.0,8.0,0.67,12.7
chobani® vanilla nonfat greek yogurt tub,"Yogurt, Greek, nonfat, vanilla, CHOBANI",71.0,9.07,0.22,8.09
yoplait original low fat strawberry yogurt cup,Yoplait Original Strawberry Low Fat Yogurt,88.0,3.53,1.18,14.7
yoplait original low fat strawberry and strawberry banana yogurt cups,Yoplait Original Strawberry Banana Low Fat Yogurt,88.0,3.53,1.18,15.9
kroger® strawberry and blueberry low fat yogurt tubes,Yogurt tube,81,4.34,1.03,13.68
kroger® strawberry banana and cherry yogurt tubes,Yogurt tube,81,4.34,1.03,13.68
kroger® strawberry & vanilla kids low fat yogurt tubes,"Yogurt, vanilla, low fat.",358,4.93,1.25,13.8
go gurt strawberry and cotton candy kids fat free yogurt tubes,Go-Gurt Strawberry and Cotton Candy Low Fat Yogurt Tubes 20 Count,86.4,3.42,0.144,17.9
chobani® clingstone peach less sugar low fat greek yogurt cup,"CLINGSTONE PEACH LESS SUGAR LOW-FAT GREEK YOGURT, CLINGSTONE PEACH",73.0,8.0,2.0,6.67
noosa® blueberry yogurt cup,SILK Blueberry soy yogurt,88.0,2.35,1.18,17.1
kroger® carbmaster® strawberry banana yogurt,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
kroger® carbmaster® vanilla yogurt,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
chobani® flip® chocolate chip cookie dough™ low fat greek yogurt cup,"Yogurt, Greek, 2% fat, apricot, CHOBANI",93.0,7.22,1.71,12.2
chobani® flip® key lime crumble™ low fat greek yogurt cup,"Yogurt, Greek, 2% fat, key lime blend, CHOBANI",385,7.75,1.47,11.9
chobani® vanilla with mixed berry low fat greek yogurt cups,"Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI",390,8.26,1.83,10.9
yoplait light very vanilla fat free yogurt cup,Yoplait Light Very Vanilla Gluten-Free Fat-Free Yogurt Cup,45.1,2.94,0.165,8.61
chobani® flip® cookies & cream™ low fat greek yogurt cup,"Yogurt, Greek, 2% fat, apricot, CHOBANI",93.0,7.22,1.71,12.2
simple truth® strawberry zero sugar yogurt cup,"SIMPLE TRUTH, WALNUTS",667,16.7,66.7,13.3
chobani® flip® chocolate s'more s'mores™ low fat greek yogurt cup,"Yogurt, Greek, 2% fat, apricot, CHOBANI",93.0,7.22,1.71,12.2
simple truth® vanilla zero sugar yogurt cup,"SIMPLE TRUTH, WALNUTS",667,16.7,66.7,13.3
so delicious dairy free strawberry banana coconut milk yogurt cup,"SO DELICIOUS DAIRY FREE, COCONUT MILK BEVERAGE, CHOCOLATE",38.0,0.42,2.08,5.42
yoplait original low fat strawberry and harvest peach yogurt cups,Yoplait Original Harvest Peach Low Fat Yogurt,88.0,3.53,1.18,14.7
simple truth organic® plain lowfat yogurt tub,"SIMPLE TRUTH ORGANIC, PLAIN GREEK NONFAT YOGURT",57.0,10.6,0.0,3.08
yoplait original low fat key lime pie yogurt cup,Yoplait Original Key Lime Pie Gluten-Free Low-Fat Yogurt Cup,82.8,2.94,0.92,16.0
kroger® vanilla lowfat yogurt tub,"Yogurt, Greek, vanilla, lowfat",398,8.64,2.5,9.54
chobani 20g protein raspberry lemon low fat greek yogurt cup,"Yogurt, Greek, nonfat, raspberry, CHOBANI",81.0,7.65,0.22,12.0
simple truth organic® vanilla lowfat yogurt tub,"Yogurt, Greek, vanilla, lowfat",398,8.64,2.5,9.54
simple truth® blueberry zero sugar yogurt cup,"SIMPLE TRUTH ORGANIC, KEFIR, BLUEBERRY, BLUEBERRY",58.0,4.58,0.83,8.33
fage® total plain 2% milkfat low fat greek strained yogurt tub,"Yogurt, Greek, low fat milk, plain",67,10.2,1.36,3.6
fage® total plain 5% milkfat greek yogurt tub,"Yogurt, Greek, plain, lowfat",73.0,9.95,1.92,3.94
fage® total plain 0% milkfat greek yogurt cup,"Yogurt, Greek, plain, lowfat",73.0,9.95,1.92,3.94
simple truth organic® plain whole milk greek yogurt cultured dairy blend tub,"SIMPLE TRUTH ORGANIC, PLAIN GREEK NONFAT YOGURT",57.0,10.6,0.0,3.08
simple truth organic® vanilla nonfat greek yogurt tub,"SIMPLE TRUTH ORGANIC, PLAIN GREEK NONFAT YOGURT",57.0,10.6,0.0,3.08
fage® total raspberry 2% milkfat greek yogurt cup,"RASPBERRY POMEGRANATE TOTAL 2% LOWFAT GREEK STRAINED YOGURT, RASPBERRY POMEGRANATE",93.0,8.0,1.67,12.0
"stonyfield organic kids reduced fat yogurt pouches, strawberry banana",KIDS STRAWBERRY BANANA LOWFAT  YOGURT POUCHES,91.0,N/A,2.02,13.1
"stonyfield organic lowfat yogurt smoothies, strawberry banana","STONYFIELD, SMOOTHIE, STRAWBERRY BANANA",79.0,3.39,1.13,13.6
"stonyfield organic kids reduced fat yogurt tubes, strawberry",Yogurt tube,81,4.34,1.03,13.68
stonyfield organic pear spinach mango kids whole milk yogurt pouches,"PEAR SPINACH MANGO ORGANIC WHOLE MILK YOGURT, PEAR SPINACH MANGO",101,5.05,3.03,12.1
stonyfield® organic kids strawberry banana whole milk yogurt cups,"STRAWBERRY BANANA KIDS WHOLE MILK YOGURT, STRAWBERRY BANANA",88.0,3.54,3.54,10.6
stonyfield organic® kids strawberry vanilla & blueberry lowfat yogurt cups,KIDS BLUEBERRY & STRAWBERRY VANILLA LOWFAT YOGURT,62.0,3.54,0.88,10.6
"stonyfield organic kids reduced fat yogurt pouches, blueberry","STONYFIELD, OIKOS, ORGANIC NONFAT GREEK YOGURT, BLUEBERRY, BLUEBERRY",118,7.06,0.0,24.7
stonyfield® organic yobaby® peach & pear whole milk yogurt cups,"Yogurt, plain, whole milk",N/A,3.82,4.48,5.57
gogo squeez yogurtz strawberry and banana portable fruit and yogurt snack pouches,YOGURTZ STRAWBERRY AND BANANA YOGURT ON THE GO,106,4.71,1.76,17.6
siggi's probiotic drinkable lowfat yogurt,"PROBIOTIC DRINKABLE LOWFAT YOGURT, BLUEBERRY",85.0,3.39,1.41,15.2
"siggi’s probiotic drinkable lowfat yogurt, vanilla","PROBIOTIC DRINKABLE LOWFAT YOGURT, BLUEBERRY",85.0,3.39,1.41,15.2
silk greek style vanilla coconut milk yogurt alternative cup,SILK Vanilla soy yogurt (family size),79.0,2.64,1.76,13.7
so delicious dairy free raspberry coconut milk yogurt cup,"SO DELICIOUS DAIRY FREE, COCONUT MILK BEVERAGE, CHOCOLATE",38.0,0.42,2.08,5.42
silk vanilla soy milk yogurt alternative tub,SILK Vanilla soy yogurt (family size),79.0,2.64,1.76,13.7
simple truth™ organic strawberry and blueberry yogurt tubes,"SIMPLE TRUTH ORGANIC, KEFIR, BLUEBERRY, BLUEBERRY",58.0,4.58,0.83,8.33
silk greek style strawberry coconut milk yogurt alternative cup,SILK Strawberry soy yogurt,94.0,2.35,1.18,18.2
silk vanilla almond milk yogurt alternative cup,SILK Vanilla soy yogurt (family size),79.0,2.64,1.76,13.7
silk blueberry soy milk yogurt alternative cup,SILK Blueberry soy yogurt,88.0,2.35,1.18,17.1
silk vanilla soy milk yogurt alternative cup,SILK Vanilla soy yogurt (family size),79.0,2.64,1.76,13.7
silk strawberry soy milk yogurt alternative cup,SILK Strawberry soy yogurt,94.0,2.35,1.18,18.2
silk peach mango soy milk yogurt alternative cup,SILK Peach soy yogurt,94.0,2.35,1.18,18.8
silk strawberry almond milk yogurt alternative cup,SILK Strawberry soy yogurt,94.0,2.35,1.18,18.2
silk dark chocolate coconut almond milk yogurt alternative cup,"Yogurt, coconut milk",108,2.37,5.61,12.91
silk peach almond milk yogurt alternative cup,SILK Peach soy yogurt,94.0,2.35,1.18,18.8
lifeway® strawberry probiotic low fat kefir drink,"Kefir, lowfat, strawberry, LIFEWAY",62.0,3.39,0.9,10.2
lifeway® plain probiotic low fat kefir drink,"Kefir, lowfat, plain, LIFEWAY",182,3.79,1.02,4.77
lifeway® blueberry probiotic low fat kefir drink,"Kefir, lowfat, plain, LIFEWAY",182,3.79,1.02,4.77
lifeway mixed berry probiotic low fat kefir drink,"Kefir, lowfat, plain, LIFEWAY",182,3.79,1.02,4.77
lifeway® peach probiotic low fat kefir drink,"Kefir, lowfat, plain, LIFEWAY",182,3.79,1.02,4.77
lifeway® mixed berry organic whole milk kefir drink,"Kefir, lowfat, plain, LIFEWAY",182,3.79,1.02,4.77
lifeway plain organic probiotic whole milk kefir drink,"Kefir, lowfat, plain, LIFEWAY",182,3.79,1.02,4.77
go-gurt protein berry kids low fat yogurt tubes,Go-Gurt Berry Low Fat Yogurt Tubes 8 Count,86.4,3.42,0.144,17.9
"organic sesame street fruit yogurt smoothie, strawberry banana, 4.2 oz pouch (pack of 12)","Fruit juice smoothie, ODWALLA, strawberry banana",48.0,0.5,0.32,11.0
outshine peach raspberry yogurt smoothie pouches 24 count,"PEACH RASPBERRY FRUIT & YOGURT SMOOTHIES, PEACH RASPBERRY",61.0,1.01,0.0,13.1
gogo squeez yogurt berry,"MATERNE, GOGO SQUEEZ, FRUIT & VEGGIES ON THE GO POUCHES, BOULDER BERRY, BOULDER BERRY",67.0,1.11,0.0,15.6
yoplait go-gurt low fat yogurt,"YOPLAIT, GO-GURT, LOW FAT YOGURT",94.0,3.12,0.78,18.8
sunridge farms yogurt raisins - case of 8 - 3.25 oz,"SUNRIDGE FARMS, YOGURT PRETZELS",500,5.0,22.5,70.0
chobani lowfat strawberry banana greek yogurt drinks,"Yogurt, Greek, 2% fat, strawberry banana, CHOBANI",369,8.0,1.71,10.2
chobani lowfat mixed berry greek yogurt drinks,"Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI",390,8.26,1.83,10.9
yoplait original low fat mountain blueberry yogurt cup,Yoplait Original Mountain Blueberry Low Fat Yogurt,88.0,3.53,1.18,14.7
activia low fat probiotic vanilla yogurt cups,"Yogurt, vanilla, low fat.",358,4.93,1.25,13.8
noosa® lemon yogurt cup,"Yogurt, Greek, nonfat, lemon blend, CHOBANI",328,8.62,0.15,10.7
yoplait original strawberry banana flavored smooth style low fat yogurt tub,Yoplait Original Strawberry Banana Smooth Style Low Fat Yogurt,90.0,2.97,0.634,18.1
oui by yoplait strawberry whole milk french style yogurt jar,Oui by Yoplait Strawberry Gluten-Free French-Style Whole Milk Yogurt Jar,121,3.31,4.94,15.9
kroger® carbmaster® peach yogurt,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
yoplait original low fat strawberry yogurt cups,Yoplait Original Strawberry Low Fat Yogurt,88.0,3.53,1.18,14.7
kroger® carbmaster® strawberry yogurt,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
kroger® carbmaster® cherry yogurt,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
activia low fat probiotic black cherry yogurt cups,"Yogurt, plain, low fat",265,5.25,1.55,7.04
noosa® raspberry yogurt cup,SILK Raspberry soy yogurt,88.0,2.35,1.18,17.6
activia low fat probiotic strawberry yogurt cups,"Yogurt, plain, low fat",265,5.25,1.55,7.04
too good & co. vanilla low fat lower sugar gluten free greek yogurt tub,"Yogurt, vanilla, low fat.",358,4.93,1.25,13.8
light + fit nonfat gluten-free vanilla yogurt tub,"DANNON, LIGHT & FIT, NONFAT YOGURT, VANILLA, VANILLA",47.0,3.33,0.0,8.67
dannon® plain whole milk yogurt tub,"Yogurt, plain, whole milk",N/A,3.82,4.48,5.57
yoplait light strawberry fat free yogurt cup,Yoplait Light Strawberry Fat Free Yogurt,53.0,2.94,0.0,9.41
noosa® blackberry yogurt cup,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI",95.0,7.54,0.37,15.4
activa® probiotic peach & strawberry variety pack yogurt cups,"Yogurt, fruit variety, nonfat",95.0,4.4,0.2,19.0
kroger® plain lowfat yogurt tub,"Yogurt, Greek, plain, lowfat",73.0,9.95,1.92,3.94
activia peach probiotic low fat yogurt cups,"Yogurt, plain, low fat",265,5.25,1.55,7.04
oui by yoplait vanilla whole milk french style yogurt jar,Oui by Yoplait Vanilla Gluten-Free French-Style Whole Milk Yogurt Jar,119,3.89,4.84,15.0
noosa® strawberry rhubarb yogurt cup,Rhubarb,73,0.81,0.22,17.45
oui by yoplait black cherry whole milk french style yogurt jar,Oui by Yoplait Black Cherry Gluten-Free French-Style Whole Milk Yogurt Jar,121,3.37,4.95,15.7
kroger® carbmaster® orange vanilla yogurt,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
kroger® carbmaster® banana cream pie yogurt,"Pie, banana cream",284,2.42,16.17,32.35
kroger® carbmaster® blackberry lowfat cultured dairy blend yogurt cup,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
chobani® zero sugar blueberry yogurt cup,"Yogurt, Greek, Blueberry, CHOBANI",82.0,7.23,0.24,12.8
yoplait original low fat yogurt cups variety pack,Yoplait Original Strawberry and Harvest Peach Gluten-Free Low-Fat Yogurt Cup Variety Pack 8 Count,83.1,2.95,0.92,15.3
kroger® carbmaster® key lime yogurt,"KROGER, CARBMASTER, CULTURED DAIRY BLEND, KEY LIME, KEY LIME",35.0,5.29,0.88,2.35
noosa® peach yogurt cup,"Babyfood, dessert, peach yogurt",324,0.9,0.18,17.6
yoplait original low fat harvest peach yogurt cups,Yoplait Original Harvest Peach Low Fat Yogurt,88.0,3.53,1.18,14.7
yoplait light blueberry patch fat free yogurt cup,Yoplait Light Blueberry Patch Fat Free Yogurt,53.0,2.94,0.0,9.41
oui by yoplait peach whole milk french style yogurt jar,Oui by Yoplait Peach Gluten-Free French-Style Whole Milk Yogurt Jar,121,3.36,4.97,15.6
kroger® carbmaster® white chocolate raspberry yogurt,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
oui by yoplait raspberry whole milk french style yogurt jar,Oui by Yoplait Raspberry Gluten-Free French-Style Whole Milk Yogurt Jar,123,3.63,5.43,15.0
kroger® carbmaster® cinnamon roll yogurt,"KROGER, CARBMASTER, YOGURT, BLACKBERRY, BLACKBERRY",35.0,5.29,0.88,2.35
yoplait light cherry fat free yogurt cup,Yoplait Light Cherry Gluten-Free Fat-Free Yogurt Cup,45.3,2.94,0.167,8.81
oui by yoplait vanilla and chocolate whole milk french style yogurt jar,Oui by Yoplait Vanilla Gluten-Free French-Style Whole Milk Yogurt Jar,119,3.89,4.84,15.0
activia probiotic black cherry & mixed berry variety pack yogurt cups,SILK Black Cherry soy yogurt,88.0,2.35,1.18,17.1
chobani® zero sugar vanilla yogurt tub,"Yogurt, Greek, nonfat, vanilla, CHOBANI",71.0,9.07,0.22,8.09
activa® probiotic strawberry & blueberry variety pack yogurt cups,"Yogurt, fruit variety, nonfat",95.0,4.4,0.2,19.0
yoplait light harvest peach fat free yogurt cup,Yoplait Light Harvest Peach Fat Free Yogurt,45.4,2.94,0.164,8.86
oui by yoplait coconut whole milk french style yogurt jar,Oui by Yoplait Coconut Gluten-Free French-Style Whole Milk Yogurt Jar,123,3.6,5.52,14.8
noosa® coconut yogurt cup,"Yogurt, coconut milk",108,2.37,5.61,12.91
oikos® pro nonfat vanilla yogurt-cultured dairy product,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",85.0,8.12,0.14,12.7
